nohup: ignoring input
Data split into 1794344 training samples and 448587 testing samples.
Applying preprocessing (MinMaxScaler and OneHotEncoder)...
Shape after initial preprocessing (sparse) - X_train: (1794344, 134), X_test: (448587, 134)

==================== TESTING MODEL: estimators=2, depth=2, svd=100 ====================

Applying TruncatedSVD to reduce feature count from 134 to 100...
Shape after SVD reduction (dense) - X_train: (1794344, 100), X_test: (448587, 100)
Final training data shape: (1794344, 100)
Final testing data shape: (448587, 100)
[LOG] Current time: 2025-08-11 21:41:18 -03-0300
--- FHE Prediction with Before & After Comparison ---

[STEP 1] Loading pre-compiled FHE circuit and preprocessor...

[STEP 2] Preparing and inspecting data on the CLIENT-SIDE before encryption...

[STEP 3] Processing all records...
Record 1/1000 | Predicted: 0 | True: 0 | Time: 1.3604s
Record 69/1000 | Predicted: 0 | True: 0 | Time: 0.8089s
Record 70/1000 | Predicted: 0 | True: 0 | Time: 0.8144s
Record 71/1000 | Predicted: 0 | True: 0 | Time: 0.8366s
Record 72/1000 | Predicted: 0 | True: 0 | Time: 0.7941s
Record 73/1000 | Predicted: 0 | True: 0 | Time: 0.8177s
Record 74/1000 | Predicted: 0 | True: 0 | Time: 0.7894s
Record 75/1000 | Predicted: 0 | True: 0 | Time: 0.8410s
Record 76/1000 | Predicted: 0 | True: 0 | Time: 0.8232s
Record 77/1000 | Predicted: 0 | True: 0 | Time: 0.8033s
Record 78/1000 | Predicted: 0 | True: 0 | Time: 0.8067s
Record 79/1000 | Predicted: 0 | True: 0 | Time: 0.8040s
Record 80/1000 | Predicted: 0 | True: 0 | Time: 0.8125s
Record 81/1000 | Predicted: 0 | True: 0 | Time: 0.8490s
Record 82/1000 | Predicted: 0 | True: 0 | Time: 0.8139s
Record 83/1000 | Predicted: 0 | True: 0 | Time: 0.7939s
Record 84/1000 | Predicted: 0 | True: 0 | Time: 0.7905s
Record 85/1000 | Predicted: 0 | True: 0 | Time: 0.7959s
Record 86/1000 | Predicted: 0 | True: 0 | Time: 0.7940s
Record 87/1000 | Predicted: 0 | True: 0 | Time: 0.8145s
Record 88/1000 | Predicted: 0 | True: 0 | Time: 0.8049s
Record 89/1000 | Predicted: 0 | True: 0 | Time: 0.8030s
Record 90/1000 | Predicted: 0 | True: 0 | Time: 0.7986s
Record 91/1000 | Predicted: 0 | True: 0 | Time: 0.7948s
Record 92/1000 | Predicted: 0 | True: 0 | Time: 0.7936s
Record 93/1000 | Predicted: 0 | True: 0 | Time: 0.7756s
Record 94/1000 | Predicted: 0 | True: 0 | Time: 0.7915s
Record 95/1000 | Predicted: 0 | True: 0 | Time: 0.8230s
Record 96/1000 | Predicted: 0 | True: 0 | Time: 0.7968s
Record 97/1000 | Predicted: 0 | True: 0 | Time: 0.8088s
Record 98/1000 | Predicted: 0 | True: 0 | Time: 0.7801s
Record 99/1000 | Predicted: 0 | True: 0 | Time: 0.7921s
Record 100/1000 | Predicted: 0 | True: 0 | Time: 0.8047s
Record 101/1000 | Predicted: 0 | True: 0 | Time: 0.8054s
Record 102/1000 | Predicted: 0 | True: 0 | Time: 0.8232s
Record 103/1000 | Predicted: 0 | True: 0 | Time: 0.7982s
Record 104/1000 | Predicted: 0 | True: 0 | Time: 0.7919s
Record 105/1000 | Predicted: 0 | True: 0 | Time: 0.8066s
Record 106/1000 | Predicted: 0 | True: 0 | Time: 0.7954s
Record 107/1000 | Predicted: 0 | True: 0 | Time: 0.8236s
Record 108/1000 | Predicted: 0 | True: 0 | Time: 0.8024s
Record 109/1000 | Predicted: 0 | True: 0 | Time: 0.7916s
Record 110/1000 | Predicted: 0 | True: 0 | Time: 0.8103s
Record 111/1000 | Predicted: 0 | True: 1 | Time: 0.8299s
Record 112/1000 | Predicted: 0 | True: 0 | Time: 0.8007s
Record 113/1000 | Predicted: 0 | True: 0 | Time: 0.7916s
Record 114/1000 | Predicted: 0 | True: 0 | Time: 0.8429s
Record 115/1000 | Predicted: 0 | True: 0 | Time: 0.8052s
Record 116/1000 | Predicted: 0 | True: 0 | Time: 0.8111s
Record 117/1000 | Predicted: 0 | True: 0 | Time: 0.8105s
Record 118/1000 | Predicted: 0 | True: 0 | Time: 0.8245s
Record 119/1000 | Predicted: 0 | True: 0 | Time: 0.7965s
Record 120/1000 | Predicted: 0 | True: 0 | Time: 0.7943s
Record 121/1000 | Predicted: 0 | True: 0 | Time: 0.8114s
Record 122/1000 | Predicted: 0 | True: 0 | Time: 0.8186s
Record 123/1000 | Predicted: 0 | True: 0 | Time: 0.8267s
Record 124/1000 | Predicted: 0 | True: 0 | Time: 0.7841s
Record 125/1000 | Predicted: 0 | True: 0 | Time: 0.7867s
Record 126/1000 | Predicted: 0 | True: 0 | Time: 0.7987s
Record 127/1000 | Predicted: 0 | True: 0 | Time: 0.7903s
Record 128/1000 | Predicted: 0 | True: 0 | Time: 0.8305s
Record 129/1000 | Predicted: 0 | True: 0 | Time: 0.7981s
Record 130/1000 | Predicted: 0 | True: 0 | Time: 0.7817s
Record 131/1000 | Predicted: 0 | True: 1 | Time: 0.8109s
Record 132/1000 | Predicted: 0 | True: 0 | Time: 0.7877s
Record 133/1000 | Predicted: 0 | True: 0 | Time: 0.8200s
Record 134/1000 | Predicted: 0 | True: 0 | Time: 0.8093s
Record 135/1000 | Predicted: 0 | True: 0 | Time: 0.7980s
Record 136/1000 | Predicted: 0 | True: 0 | Time: 0.8092s
Record 137/1000 | Predicted: 0 | True: 0 | Time: 0.8036s
Record 138/1000 | Predicted: 0 | True: 0 | Time: 0.8058s
Record 139/1000 | Predicted: 0 | True: 0 | Time: 0.7961s
Record 140/1000 | Predicted: 0 | True: 0 | Time: 0.7894s
Record 141/1000 | Predicted: 0 | True: 0 | Time: 0.8048s
Record 142/1000 | Predicted: 0 | True: 0 | Time: 0.8106s
Record 143/1000 | Predicted: 0 | True: 0 | Time: 0.7976s
Record 144/1000 | Predicted: 0 | True: 0 | Time: 0.8404s
Record 145/1000 | Predicted: 0 | True: 0 | Time: 0.8104s
Record 146/1000 | Predicted: 0 | True: 0 | Time: 0.7948s
Record 147/1000 | Predicted: 0 | True: 0 | Time: 0.7982s
Record 148/1000 | Predicted: 0 | True: 0 | Time: 0.8050s
Record 149/1000 | Predicted: 0 | True: 0 | Time: 0.8178s
Record 150/1000 | Predicted: 0 | True: 0 | Time: 0.7963s
Record 151/1000 | Predicted: 0 | True: 0 | Time: 0.7990s
Record 152/1000 | Predicted: 0 | True: 0 | Time: 0.8017s
Record 153/1000 | Predicted: 0 | True: 0 | Time: 0.8215s
Record 154/1000 | Predicted: 0 | True: 0 | Time: 0.8280s
Record 155/1000 | Predicted: 0 | True: 0 | Time: 0.7918s
Record 156/1000 | Predicted: 0 | True: 0 | Time: 0.8046s
Record 157/1000 | Predicted: 0 | True: 0 | Time: 0.8000s
Record 158/1000 | Predicted: 0 | True: 0 | Time: 0.8005s
Record 159/1000 | Predicted: 0 | True: 0 | Time: 0.8487s
Record 160/1000 | Predicted: 0 | True: 0 | Time: 0.7923s
Record 161/1000 | Predicted: 0 | True: 0 | Time: 0.7899s
Record 162/1000 | Predicted: 0 | True: 0 | Time: 0.7958s
Record 163/1000 | Predicted: 0 | True: 1 | Time: 0.7823s
Record 164/1000 | Predicted: 0 | True: 0 | Time: 0.8195s
Record 165/1000 | Predicted: 0 | True: 0 | Time: 0.8175s
Record 166/1000 | Predicted: 0 | True: 0 | Time: 0.7898s
Record 167/1000 | Predicted: 1 | True: 1 | Time: 0.7930s
Record 168/1000 | Predicted: 0 | True: 0 | Time: 0.7782s
Record 169/1000 | Predicted: 0 | True: 0 | Time: 0.8129s
Record 170/1000 | Predicted: 0 | True: 0 | Time: 0.7939s
Record 171/1000 | Predicted: 0 | True: 0 | Time: 0.7765s
Record 172/1000 | Predicted: 0 | True: 0 | Time: 0.8025s
Record 173/1000 | Predicted: 0 | True: 0 | Time: 0.7921s
Record 174/1000 | Predicted: 0 | True: 0 | Time: 0.8702s
Record 175/1000 | Predicted: 0 | True: 0 | Time: 0.8054s
Record 176/1000 | Predicted: 0 | True: 0 | Time: 0.7855s
Record 177/1000 | Predicted: 0 | True: 0 | Time: 0.8295s
Record 178/1000 | Predicted: 0 | True: 0 | Time: 0.8029s
Record 179/1000 | Predicted: 0 | True: 0 | Time: 0.8033s
Record 180/1000 | Predicted: 0 | True: 0 | Time: 0.8090s
Record 181/1000 | Predicted: 0 | True: 0 | Time: 0.7907s
Record 182/1000 | Predicted: 0 | True: 0 | Time: 0.8323s
Record 183/1000 | Predicted: 0 | True: 0 | Time: 0.8046s
Record 184/1000 | Predicted: 0 | True: 0 | Time: 0.7921s
Record 185/1000 | Predicted: 0 | True: 0 | Time: 0.8085s
Record 186/1000 | Predicted: 0 | True: 0 | Time: 0.7847s
Record 187/1000 | Predicted: 0 | True: 0 | Time: 0.8080s
Record 188/1000 | Predicted: 0 | True: 0 | Time: 0.8125s
Record 189/1000 | Predicted: 0 | True: 1 | Time: 0.7915s
Record 190/1000 | Predicted: 0 | True: 0 | Time: 0.8106s
Record 191/1000 | Predicted: 0 | True: 0 | Time: 0.7727s
Record 192/1000 | Predicted: 0 | True: 0 | Time: 0.8043s
Record 193/1000 | Predicted: 0 | True: 0 | Time: 0.7741s
Record 194/1000 | Predicted: 0 | True: 0 | Time: 0.8339s
Record 195/1000 | Predicted: 0 | True: 0 | Time: 0.8717s
Record 196/1000 | Predicted: 0 | True: 0 | Time: 0.8259s
Record 197/1000 | Predicted: 0 | True: 0 | Time: 0.8314s
Record 198/1000 | Predicted: 0 | True: 0 | Time: 0.8116s
Record 199/1000 | Predicted: 0 | True: 0 | Time: 0.7844s
Record 200/1000 | Predicted: 0 | True: 0 | Time: 0.8328s
Record 201/1000 | Predicted: 0 | True: 0 | Time: 0.8080s
Record 202/1000 | Predicted: 0 | True: 0 | Time: 0.7929s
Record 203/1000 | Predicted: 0 | True: 0 | Time: 0.7968s
Record 204/1000 | Predicted: 0 | True: 0 | Time: 0.7928s
Record 205/1000 | Predicted: 0 | True: 0 | Time: 0.8104s
Record 206/1000 | Predicted: 0 | True: 0 | Time: 0.7945s
Record 207/1000 | Predicted: 0 | True: 0 | Time: 0.7746s
Record 208/1000 | Predicted: 0 | True: 0 | Time: 0.8084s
Record 209/1000 | Predicted: 0 | True: 0 | Time: 0.7808s
Record 210/1000 | Predicted: 0 | True: 0 | Time: 0.8120s
Record 211/1000 | Predicted: 0 | True: 1 | Time: 0.8498s
Record 212/1000 | Predicted: 0 | True: 0 | Time: 0.7933s
Record 213/1000 | Predicted: 0 | True: 0 | Time: 0.8360s
Record 214/1000 | Predicted: 0 | True: 0 | Time: 0.8257s
Record 215/1000 | Predicted: 0 | True: 0 | Time: 0.7952s
Record 216/1000 | Predicted: 0 | True: 1 | Time: 0.8492s
Record 217/1000 | Predicted: 0 | True: 0 | Time: 0.8214s
Record 218/1000 | Predicted: 0 | True: 0 | Time: 0.7745s
Record 219/1000 | Predicted: 0 | True: 0 | Time: 0.8285s
Record 220/1000 | Predicted: 0 | True: 0 | Time: 0.7748s
Record 221/1000 | Predicted: 0 | True: 0 | Time: 0.8485s
Record 222/1000 | Predicted: 0 | True: 0 | Time: 0.8066s
Record 223/1000 | Predicted: 0 | True: 0 | Time: 0.7811s
Record 224/1000 | Predicted: 0 | True: 0 | Time: 0.8168s
Record 225/1000 | Predicted: 0 | True: 0 | Time: 0.7823s
Record 226/1000 | Predicted: 0 | True: 0 | Time: 0.8322s
Record 227/1000 | Predicted: 0 | True: 0 | Time: 0.8219s
Record 228/1000 | Predicted: 0 | True: 0 | Time: 0.8146s
Record 229/1000 | Predicted: 0 | True: 0 | Time: 0.7972s
Record 230/1000 | Predicted: 0 | True: 0 | Time: 0.8089s
Record 231/1000 | Predicted: 0 | True: 0 | Time: 0.7921s
Record 232/1000 | Predicted: 0 | True: 0 | Time: 0.8111s
Record 233/1000 | Predicted: 0 | True: 0 | Time: 0.8073s
Record 234/1000 | Predicted: 0 | True: 0 | Time: 0.8065s
Record 235/1000 | Predicted: 0 | True: 0 | Time: 0.7943s
Record 236/1000 | Predicted: 0 | True: 0 | Time: 0.7908s
Record 237/1000 | Predicted: 0 | True: 0 | Time: 0.8156s
Record 238/1000 | Predicted: 0 | True: 0 | Time: 0.8065s
Record 239/1000 | Predicted: 0 | True: 0 | Time: 0.7940s
Record 240/1000 | Predicted: 0 | True: 0 | Time: 0.7810s
Record 241/1000 | Predicted: 0 | True: 0 | Time: 0.7882s
Record 242/1000 | Predicted: 0 | True: 0 | Time: 0.8086s
Record 243/1000 | Predicted: 0 | True: 0 | Time: 0.7828s
Record 244/1000 | Predicted: 0 | True: 0 | Time: 0.8172s
Record 245/1000 | Predicted: 0 | True: 0 | Time: 0.8066s
Record 246/1000 | Predicted: 0 | True: 0 | Time: 0.7889s
Record 247/1000 | Predicted: 0 | True: 0 | Time: 0.8135s
Record 248/1000 | Predicted: 0 | True: 0 | Time: 0.8012s
Record 249/1000 | Predicted: 0 | True: 0 | Time: 0.7855s
Record 250/1000 | Predicted: 0 | True: 0 | Time: 0.8087s
Record 251/1000 | Predicted: 0 | True: 0 | Time: 0.7972s
Record 252/1000 | Predicted: 0 | True: 0 | Time: 0.8218s
Record 253/1000 | Predicted: 0 | True: 0 | Time: 0.7987s
Record 254/1000 | Predicted: 0 | True: 0 | Time: 0.7995s
Record 255/1000 | Predicted: 0 | True: 0 | Time: 0.7963s
Record 256/1000 | Predicted: 0 | True: 0 | Time: 0.8022s
Record 257/1000 | Predicted: 0 | True: 0 | Time: 0.8123s
Record 258/1000 | Predicted: 0 | True: 0 | Time: 0.8025s
Record 259/1000 | Predicted: 0 | True: 0 | Time: 0.7879s
Record 260/1000 | Predicted: 0 | True: 0 | Time: 0.8044s
Record 261/1000 | Predicted: 0 | True: 0 | Time: 0.7876s
Record 262/1000 | Predicted: 0 | True: 0 | Time: 0.8187s
Record 263/1000 | Predicted: 0 | True: 0 | Time: 0.8141s
Record 264/1000 | Predicted: 0 | True: 0 | Time: 0.8092s
Record 265/1000 | Predicted: 0 | True: 0 | Time: 0.7923s
Record 266/1000 | Predicted: 0 | True: 0 | Time: 0.7935s
Record 267/1000 | Predicted: 0 | True: 0 | Time: 0.8349s
Record 268/1000 | Predicted: 0 | True: 0 | Time: 0.7922s
Record 269/1000 | Predicted: 0 | True: 0 | Time: 0.8060s
Record 270/1000 | Predicted: 0 | True: 0 | Time: 0.8101s
Record 271/1000 | Predicted: 0 | True: 0 | Time: 0.7966s
Record 272/1000 | Predicted: 0 | True: 0 | Time: 0.8093s
Record 273/1000 | Predicted: 0 | True: 0 | Time: 0.8324s
Record 274/1000 | Predicted: 0 | True: 0 | Time: 0.7861s
Record 275/1000 | Predicted: 0 | True: 0 | Time: 0.7826s
Record 276/1000 | Predicted: 0 | True: 0 | Time: 0.7886s
Record 277/1000 | Predicted: 0 | True: 0 | Time: 0.8172s
Record 278/1000 | Predicted: 0 | True: 0 | Time: 0.8063s
Record 279/1000 | Predicted: 0 | True: 0 | Time: 0.7849s
Record 280/1000 | Predicted: 0 | True: 0 | Time: 0.7895s
Record 281/1000 | Predicted: 0 | True: 0 | Time: 0.7887s
Record 282/1000 | Predicted: 0 | True: 0 | Time: 0.8238s
Record 283/1000 | Predicted: 0 | True: 0 | Time: 0.8591s
Record 284/1000 | Predicted: 0 | True: 0 | Time: 0.8216s
Record 285/1000 | Predicted: 0 | True: 0 | Time: 0.8244s
Record 286/1000 | Predicted: 0 | True: 0 | Time: 0.7897s
Record 287/1000 | Predicted: 0 | True: 0 | Time: 0.8258s
Record 288/1000 | Predicted: 0 | True: 0 | Time: 0.8429s
Record 289/1000 | Predicted: 0 | True: 1 | Time: 0.8262s
Record 290/1000 | Predicted: 0 | True: 0 | Time: 0.7842s
Record 291/1000 | Predicted: 0 | True: 0 | Time: 0.8168s
Record 292/1000 | Predicted: 0 | True: 0 | Time: 0.7949s
Record 293/1000 | Predicted: 0 | True: 0 | Time: 0.8667s
Record 294/1000 | Predicted: 0 | True: 0 | Time: 0.8056s
Record 295/1000 | Predicted: 0 | True: 0 | Time: 0.7982s
Record 296/1000 | Predicted: 0 | True: 1 | Time: 0.8113s
Record 297/1000 | Predicted: 0 | True: 0 | Time: 0.7812s
Record 298/1000 | Predicted: 0 | True: 0 | Time: 0.8003s
Record 299/1000 | Predicted: 0 | True: 0 | Time: 0.8096s
Record 300/1000 | Predicted: 0 | True: 0 | Time: 0.8155s
Record 301/1000 | Predicted: 0 | True: 0 | Time: 0.8141s
Record 302/1000 | Predicted: 0 | True: 0 | Time: 0.8279s
Record 303/1000 | Predicted: 0 | True: 0 | Time: 0.7977s
Record 304/1000 | Predicted: 0 | True: 0 | Time: 0.8029s
Record 305/1000 | Predicted: 0 | True: 0 | Time: 0.7938s
Record 306/1000 | Predicted: 0 | True: 0 | Time: 0.7976s
Record 307/1000 | Predicted: 0 | True: 0 | Time: 0.7923s
Record 308/1000 | Predicted: 0 | True: 0 | Time: 0.7974s
Record 309/1000 | Predicted: 0 | True: 0 | Time: 0.8138s
Record 310/1000 | Predicted: 0 | True: 0 | Time: 0.8634s
Record 311/1000 | Predicted: 0 | True: 0 | Time: 0.8042s
Record 312/1000 | Predicted: 0 | True: 0 | Time: 0.8329s
Record 313/1000 | Predicted: 0 | True: 0 | Time: 0.7911s
Record 314/1000 | Predicted: 0 | True: 0 | Time: 0.8150s
Record 315/1000 | Predicted: 0 | True: 0 | Time: 0.7911s
Record 316/1000 | Predicted: 0 | True: 0 | Time: 0.7790s
Record 317/1000 | Predicted: 0 | True: 0 | Time: 0.8407s
Record 318/1000 | Predicted: 0 | True: 0 | Time: 0.8389s
Record 319/1000 | Predicted: 0 | True: 0 | Time: 0.7772s
Record 320/1000 | Predicted: 0 | True: 0 | Time: 0.7925s
Record 321/1000 | Predicted: 0 | True: 1 | Time: 0.7988s
Record 322/1000 | Predicted: 0 | True: 0 | Time: 0.8069s
Record 323/1000 | Predicted: 0 | True: 0 | Time: 0.8113s
Record 324/1000 | Predicted: 0 | True: 0 | Time: 0.8011s
Record 325/1000 | Predicted: 0 | True: 0 | Time: 0.8410s
Record 326/1000 | Predicted: 0 | True: 0 | Time: 0.8325s
Record 327/1000 | Predicted: 0 | True: 0 | Time: 0.8031s
Record 328/1000 | Predicted: 0 | True: 0 | Time: 0.8019s
Record 329/1000 | Predicted: 0 | True: 0 | Time: 0.7985s
Record 330/1000 | Predicted: 0 | True: 0 | Time: 0.7839s
Record 331/1000 | Predicted: 0 | True: 0 | Time: 0.8263s
Record 332/1000 | Predicted: 0 | True: 0 | Time: 0.7924s
Record 333/1000 | Predicted: 0 | True: 0 | Time: 0.8032s
Record 334/1000 | Predicted: 0 | True: 0 | Time: 0.8124s
Record 335/1000 | Predicted: 0 | True: 1 | Time: 0.8003s
Record 336/1000 | Predicted: 0 | True: 0 | Time: 0.8344s
Record 337/1000 | Predicted: 0 | True: 0 | Time: 0.8227s
Record 338/1000 | Predicted: 0 | True: 0 | Time: 0.7909s
Record 339/1000 | Predicted: 0 | True: 0 | Time: 0.8109s
Record 340/1000 | Predicted: 0 | True: 0 | Time: 0.7975s
Record 341/1000 | Predicted: 0 | True: 0 | Time: 0.8340s
Record 342/1000 | Predicted: 0 | True: 0 | Time: 0.8150s
Record 343/1000 | Predicted: 0 | True: 0 | Time: 0.7777s
Record 344/1000 | Predicted: 0 | True: 0 | Time: 0.8179s
Record 345/1000 | Predicted: 0 | True: 0 | Time: 0.8090s
Record 346/1000 | Predicted: 0 | True: 0 | Time: 0.8208s
Record 347/1000 | Predicted: 0 | True: 0 | Time: 0.8052s
Record 348/1000 | Predicted: 0 | True: 0 | Time: 0.7963s
Record 349/1000 | Predicted: 0 | True: 0 | Time: 0.7790s
Record 350/1000 | Predicted: 0 | True: 0 | Time: 0.7911s
Record 351/1000 | Predicted: 0 | True: 0 | Time: 0.8042s
Record 352/1000 | Predicted: 0 | True: 0 | Time: 0.8022s
Record 353/1000 | Predicted: 0 | True: 0 | Time: 0.7848s
Record 354/1000 | Predicted: 0 | True: 0 | Time: 0.8154s
Record 355/1000 | Predicted: 0 | True: 0 | Time: 0.7830s
Record 356/1000 | Predicted: 0 | True: 0 | Time: 0.8213s
Record 357/1000 | Predicted: 0 | True: 0 | Time: 0.8040s
Record 358/1000 | Predicted: 0 | True: 0 | Time: 0.7894s
Record 359/1000 | Predicted: 0 | True: 0 | Time: 0.8123s
Record 360/1000 | Predicted: 0 | True: 0 | Time: 0.8049s
Record 361/1000 | Predicted: 0 | True: 0 | Time: 0.7893s
Record 362/1000 | Predicted: 0 | True: 0 | Time: 0.8270s
Record 363/1000 | Predicted: 0 | True: 0 | Time: 0.8264s
Record 364/1000 | Predicted: 0 | True: 0 | Time: 0.7977s
Record 365/1000 | Predicted: 0 | True: 0 | Time: 0.7807s
Record 366/1000 | Predicted: 0 | True: 0 | Time: 0.8047s
Record 367/1000 | Predicted: 0 | True: 0 | Time: 0.8115s
Record 368/1000 | Predicted: 0 | True: 0 | Time: 0.7862s
Record 369/1000 | Predicted: 0 | True: 0 | Time: 0.8026s
Record 370/1000 | Predicted: 0 | True: 0 | Time: 0.7808s
Record 371/1000 | Predicted: 0 | True: 0 | Time: 0.7868s
Record 372/1000 | Predicted: 0 | True: 0 | Time: 0.8099s
Record 373/1000 | Predicted: 0 | True: 0 | Time: 0.7874s
Record 374/1000 | Predicted: 0 | True: 1 | Time: 0.8222s
Record 375/1000 | Predicted: 0 | True: 0 | Time: 0.7814s
Record 376/1000 | Predicted: 0 | True: 0 | Time: 0.7873s
Record 377/1000 | Predicted: 0 | True: 0 | Time: 0.8224s
Record 378/1000 | Predicted: 0 | True: 0 | Time: 0.7776s
Record 379/1000 | Predicted: 0 | True: 0 | Time: 0.7835s
Record 380/1000 | Predicted: 0 | True: 0 | Time: 0.8135s
Record 381/1000 | Predicted: 0 | True: 0 | Time: 0.7812s
Record 382/1000 | Predicted: 0 | True: 0 | Time: 0.8206s
Record 383/1000 | Predicted: 0 | True: 0 | Time: 0.7936s
Record 384/1000 | Predicted: 0 | True: 0 | Time: 0.8365s
Record 385/1000 | Predicted: 0 | True: 0 | Time: 0.7933s
Record 386/1000 | Predicted: 0 | True: 0 | Time: 0.8438s
Record 387/1000 | Predicted: 0 | True: 0 | Time: 0.8076s
Record 388/1000 | Predicted: 0 | True: 0 | Time: 0.8038s
Record 389/1000 | Predicted: 0 | True: 0 | Time: 0.8036s
