nohup: ignoring input
Record 1/22544 | Predicted: 1 | True: 1 | Time: 0.0006s
Record 159/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 160/22544 | Predicted: 1 | True: 1 | Time: 0.0005s
Record 161/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 162/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 163/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 164/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 165/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 166/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 167/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 168/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 169/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 170/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 171/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 172/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 173/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 174/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 175/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 176/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 177/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 178/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 179/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 180/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 181/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 182/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 183/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 184/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 185/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 186/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 187/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 188/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 189/22544 | Predicted: 1 | True: 0 | Time: 0.0010s
Record 190/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 191/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 192/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 193/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 194/22544 | Predicted: 1 | True: 0 | Time: 0.0004s
Record 195/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 196/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 197/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 198/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 199/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 200/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 201/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 202/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 203/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 204/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 205/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 206/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 207/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 208/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 209/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 210/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 211/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 212/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 213/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 214/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 215/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 216/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 217/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 218/22544 | Predicted: 1 | True: 0 | Time: 0.0004s
Record 219/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 220/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 221/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 222/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 223/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 224/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 225/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 226/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 227/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 228/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 229/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 230/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 231/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 232/22544 | Predicted: 1 | True: 1 | Time: 0.0004s
Record 233/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 234/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 235/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 236/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 237/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 238/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 239/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 240/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 241/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 242/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 243/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 244/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 245/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 246/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 247/22544 | Predicted: 1 | True: 1 | Time: 0.0004s
Record 248/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 249/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 250/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 251/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 252/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 253/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 254/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 255/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 256/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 257/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 258/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 259/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 260/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 261/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 262/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 263/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 264/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 265/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 266/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 267/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 268/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 269/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 270/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 271/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 272/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 273/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 274/22544 | Predicted: 1 | True: 1 | Time: 0.0004s
Record 275/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 276/22544 | Predicted: 1 | True: 0 | Time: 0.0004s
Record 277/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 278/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 279/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 280/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 281/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 282/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 283/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 284/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 285/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 286/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 287/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 288/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 289/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 290/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 291/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 292/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 293/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 294/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 295/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 296/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 297/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 298/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 299/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 300/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 301/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 302/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 303/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 304/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 305/22544 | Predicted: 1 | True: 0 | Time: 0.0005s
Record 306/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 307/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 308/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 309/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 310/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 311/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 312/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 313/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 314/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 315/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 316/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 317/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 318/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 319/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 320/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 321/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 322/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 323/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 324/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 325/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 326/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 327/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 328/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 329/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 330/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 331/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 332/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 333/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 334/22544 | Predicted: 1 | True: 0 | Time: 0.0005s
Record 335/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 336/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 337/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 338/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 339/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 340/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 341/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 342/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 343/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 344/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 345/22544 | Predicted: 0 | True: 1 | Time: 0.0004s
Record 346/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 347/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 348/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 349/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 350/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 351/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 352/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 353/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 354/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 355/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 356/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 357/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 358/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 359/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 360/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 361/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 362/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 363/22544 | Predicted: 1 | True: 1 | Time: 0.0005s
Record 364/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 365/22544 | Predicted: 0 | True: 0 | Time: 0.0004s
Record 366/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 367/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 368/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 369/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 370/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 371/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 372/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 373/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 374/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 375/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 376/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 377/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 378/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 379/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 380/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 381/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 382/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 383/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 384/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 385/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 386/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 387/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 388/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 389/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 390/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 391/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 392/22544 | Predicted: 0 | True: 0 | Time: 0.0005s
Record 393/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 394/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 395/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 396/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 397/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 398/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 399/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 400/22544 | Predicted: 1 | True: 0 | Time: 0.0003s
Record 401/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 402/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 403/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 404/22544 | Predicted: 0 | True: 1 | Time: 0.0003s
Record 405/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 406/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 407/22544 | Predicted: 0 | True: 0 | Time: 0.0003s
Record 408/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 409/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
Record 410/22544 | Predicted: 1 | True: 1 | Time: 0.0003s
